,Area,Activity,Sex ,Age,Injury,Fatal (Y/N),Time,Species 
2306,Florida,Surfing,M,27,Left foot & leg bitten,N,11h06,60 cm to 90 cm [2' to 3'] blacktip or spinner shark
2311,Queensland,Swimming breast stoke,F,47,Left arm & leg lacerated,N,07h00,Tiger shark
2313,New South Wales,Dived naked into the water on a bet,M,24,Left leg & right testicle bitten,N,Night,Bronze whaler shark
2319,New South Wales,Swimming,M,7,Ankles injured,N,Afternoon,"""reef shark"""
2322,Hawaii,Swimming with mask & snorkel,M,53,Lacerations to left foot & right shin,N,15h45,Possibly a tiger shark
2325,Saint-Paul ,Surfing,M,25,FATAL,Y,16h00,"Tiger shark, 300-kg [662-lb] "
2335,Queensland,Playing / standing,F,15,Laceration to thigh,N,14h30,4 m shark
2336,Florida,Surfing,M,39,Right arm injured,N,11h30,1.2 m to 1.5 m [4' to 5']   shark
2337,Florida,Surfing,M,14,4 punctures in left foot,N,Morning,1.5 to 1.8 m [5' to 6'] shark
2339,California,Windsurfing,M,25,"Right foot bruised, board bitten",N,17h30,4 m [13'] white shark
2344,Western Australia,Abalone diving using Hookah (near calving whales),M,29,"FATAL, head, shoulder and arm severed, remains recovered at Munglinup Beach on 9/13/1995",Y,15h00,White shark
2345,California,Abalone diving using Hookah (resting on the surface),M,32,Lower leg bitten,N,16h00,3 m to 4 m [10' to 13'] white shark
2350,Florida,Surfing,M,16,Left elbow bitten,N,18h30,5' shark
2351,Florida,Surfing,M,18,4 puncture wounds on right pinky finger,N,14h10,"""a small shark"""
2352,North Carolina,Swimming,M,16,Left arm bitten,N,"""Night""",1.2 m to 1.5 m [4' to 5'] shark
2353,North Carolina,Swimming ,M,23,Right foot bitten,N,Afternoon,"""sand"" shark"
2354,Florida,Surfing,M,19,Bottom of left foot gashed,N,19h00,"""small shark"""
2356,Vava’u,Fishing,M,18,Upper left thigh avulsed  ,N,15h00,"""small shark"""
2357,Florida,Wading,M,20,Thigh lacerated,N,08h30,1.8 m [6'] shark
2361,Florida,Body boarding,M,12,Multiple bites on right leg and knee,N,14h10,1.2 m to 1.5 m [4' to 5'] shark
2376,California,Scuba diving (ascending using scooter),M,31,"Forearm, abdomen & upper leg lacerated",N,17h30,6 m [20'] white shark
2380,Florida,Swimming,M,45,Right leg bitten,N,18h30?,1.8 m [6'] shark
2381,Florida,Swimming,F,10,Leg bitten,N,14h00,6' shark
2382,Hawaii,Swimming,M,38,Puncture wounds & scratches to torso & left leg ,N,11h50,"Tiger shark, 3.7 m [12'] "
2384,New Territories,Swimming,M,29,"FATAL, right thigh bitten, femur exposed  ",Y,14h30,1.8 m to 2.1 m [6' to 7'] shark
2393,Aichi Prefecture,Scuba diving for bivalves,M,47,FATAL,Y,10h15,6 m [20'] white shark
2395,South Australia,Surfing,M,35,Left arm lacerated,N,07h30,"Bronze whaler shark, 2 m "
2397,Eastern Cape Province,Swimming,M,22,Lacerations to lower leg & foot,N,17h15,Raggedtooth shark
2399,KwaZulu-Natal,Swimming,M,14,"FATAL, right thigh bitten & femur exposed, shallow lacerations on right calf & left thigh & fingers lacerated ",Y,18h00,"Tiger shark, 1.8 m [6'] "
2405,Western Cape Province,Body boarding,M,26,"No injury, board bitten",N,16h00,5.5 m [18'] white shark
2411,California,Commercial diver (submerged or treading water),M,42,"FATAL, right leg nearly severed, puncture wounds to left leg ",Y,08h45,5 m to 5.5 m [16.5' to 18'] white shark
2414,Hawaii,"Surfing, paddling seawards",F,34,Right thigh & board bitten,N,09h45,2.7 m [9'] shark
2418,Florida,Wading,F,9,Ankle bitten when she accidently stepped on the shark  PROVOKED INCIDENT,N,13h00,Thought to involve a small sand shark
2421,Oregon,Surfing,M,43,"No injury, surfboard bitten",N,16h30,5 m [16.5'] white shark
2423,Hawaii,Jumped off rocks into white water,F,12,Left calf bitten,N,11h15,Small shark
2427,Saint-Denis,Windsurfing,M,24,FATAL,Y,13h45,3 to 3.5 m [10' to 11.5'] bull shark
2428,Eastern Cape Province,Surfing,M,22,"FATAL, leg severed ",Y,13h26,4 m [13'] white shark
2429,Eastern Cape Province,Surfing,M,31,Buttock & leg bitten,N,13h25,4 m [13'] white shark
2431,Florida,Surfing,M,15,Right calf lacerated,N,15h00,"""small shark"""
2432,Grand Bahama Island,Spearfishing,M,30,Forearm severely bitten,N,15h30,1.8 m [6'] shark
2434,Florida,Surfing,M,28,Right foot lacerated,N,08h00,1.2 m [4'] spinner shark
2438,Florida,Surfing,M,22,Right knee lacerated,N,08h30,>1.8 m [6'] shark
2449,Florida,Surfing,M,23,Left foot bitten,N,13h00,1.2 m [4'] shark
2451,Eastern Cape Province,Surfing,M,15,Leg bitten ,N,16h30,3 m [10'] white shark
2458,KwaZulu-Natal,Swimming ,M,33,Foot bitten,N,16h15,"1.3 m [4'3""] shark"
2463,Western Australia,Hookah diving,M,27,FATAL,Y,15h15,Tiger shark caught 6 days later with diver’s remains in its gut
2466,California,Surfing,M,26,Serious injury to left leg,N,16h30,4 m to 5 m [13' to 16.5'] white shark
2467,Florida,Swimming,F,26,Thigh & hand lacerated,N,10h00,3 m [10'] bull shark
2468,California,Kayaking,F,34,"No Injury, Kayak holed",N,14h30,>6 m [20'] white shark
2471,Western Cape Province,Spearfishing,M,36,Calf lacerated,N,11h30,3 m [10'] white shark
2476,Costa Blanca,Swimming,M,69,"Thigh bitten, toes of left foot severed",N,08h00,1.2 m [4'] shark
2477,Walkers Cay,Spearfishing,M,51,Leg bitten,N,17h15,1.8 m [6'] blacktip shark or Caribbean reef shark
2481,North Carolina,Riding floatation device,F,19,Severe lacerations to abdomen & thighs,N,10h00,Bull shark
2483,California,Free diving for abalone (ascending),M,39,Severe bites to head & shoulder,N,14h00,5.5 m to 6 m [18' to 20']  white shark
2486,Eastern Cape Province,Surfing,M,28,Puncture wounds on chest,N,15h00,4 m [13'] white shark
2487,Florida,Playing,F,12,Right knee bitten,N,18h12,"1.8 m to 2.4 m [6' to 8'] shark, tooth fragments recovered "
2492,Hawaii,Paddling on surfboard or body board,M,22,Feet & ankles bitten,N,07h10,Thought to involve a tiger shark
2493,New South Wales,Scuba diving,M,31,FATAL,Y,09h30,Remains recovered from 5.5 m [18'] white shark
2494,Tasmania,Scuba diving at seal colony,F,34,FATAL,Y,10h55,5 m [16.5'] white shark
2496,North Carolina,Swimming,F,60's,"No injury, bumped by shark",N,Dusk,6' shark
2503,Hawaii,Paddling on surfboard,M,35,Lower legs lacerated ,N,15h45,"Tiger shark, 3.7 m [12'], (tooth fragment recovered from wound)"
2504,California,Free diving & spearfishing (ascending),M,55,"No injury, swim fin bitten",N,14h30,White shark
2508,Queensland,Fishing,M,69,"Legs lacerated, puncture wound in hand from hooked shark hauled onboard PROVOKED INCIDENT",N,13h45,"Bronze whaler shark, 1.5 m "
2510,Queensland,Spearfishing,M,21,"6"" laceration to left forearm",N,09h00,1.5 m shark
2512,Oregon,Surfing,M,29,"No injury, shark bit board",N,16h30,6 m [20'] white shark
2517,Hawaii,"Standing in waist-deep water, helping his father tend a gill net containing dead fish",M,10,Right leg bruised & abraded,N,A.M.,"Tiger shark, 2.4 m [8']"
2518,Hawaii,Lying on surfboard,M,30,"Minor lacerations to hand, 15"" crescent-shaped piece removed from surfboard",N,17h30,"Tiger shark, 3 m to 4.9 m [10' to 16'] "
2519,California,Spearfishing / free diving,M,31,10 puncture wounds to right calf,N,15h30,"Mako shark, 1.8 m [6']  "
2520,Florida,Surfing,M,19,Forearm  & hand bitten; tooth fragments of the shark were recovered from the surfer's hand,N,07h30,6' to 7' blacktip shark
2521,Florida,Surfing,M,24,Right ankle bitten,N,13h00,1.8 m [6'] shark
2522,California,Kayaking,M,46,"No injury, kayak bitten",N,12h50,5 m to 6 m white shark
2524,California,Scuba diving (submerged),M,40,Foot punctured,N,14h00,Unidentified shark
2526,Hawaii,Body boarding,M,18,Right leg severely lacerated  FATAL,Y,09h45,"Tiger shark, 3 m to 3.7 m [10' to 12'] "
2527,California,Hookah diving for sea urchins,M,40,Foot & swim fin punctured,N,11h00,2.5 m [8.25'] white shark
2528,Hawaii,Surfing,M,28,"Chest & arm bruised & scratched, 15"" crescent-shaped piece removed from board",N,07h40,"Tiger shark, 4.3 m [14'] "
2531,Queensland,Surfing,M,28,FATAL,Y,14h30,4.2 m white shark
2533,Oregon,Surfing,M,20,Minor bruises,N,17h00,4 m to 5 m [13' to 16.5']  white shark 
2538,South Australia,Surfing,M,17,"Minor cuts, sufboard bitten",N,17h50,4 m white shark
2540,California,Surfing,M,22,"No injury, board bitten",N,17h00,5.5 m to 6 m [18' to 20'] white shark
2544,Florida,Standing,F,42,Lacerations to left foot,N,12h33,"""a small shark"""
2548,Saint-Paul,Surfing,M,16,FATAL,Y,14h30,Bull shark or lemon shark
2556,Eastern Cape Province,Surfing,M,35,Punctures & lacerations on lower leg,N,13h20,>2 m shark
2557,Hawaii,"Surfing, paddling seawards",F,36,"Foot bitten, crescent of bitemarks in both sides of board",N,>06h45,Tiger shark
2559,Ehime Prefecture,Hookah diving for pen shells ,M,41,"FATAL, body not recovered",Y,15h20,"5 m [16.5'] white shark, identification by K. Nakaya"
2561,Oregon,Surfing (sitting on his board),M,21,"Left shoulder & side bitten, board broken",N,09h45,Said to involve a 6 m to 7 m [20' to 23'] white shark
2566,New South Wales,Boogie boarding,M,19,Right leg lacerated,N,20h00,"Bronze whaler shark, 2.3 m [7.5'] "
2567,KwaZulu-Natal,Swimming ,M,19,Right foot lacerated,N,17h30,"Zambesi shark, 1.7 m [5.5'] "
2568,KwaZulu-Natal,Spearfishing,M,36,Left cheek lacerated,N,17h15,Possibly a 1.5 m [5'] blacktip shark
2573,California,Hookah diving for sea urchins,M,25,"No injury, shark became tangled in hose & towed him 100'",N,15h06,6 m [20'] white shark
2574,Hawaii,Snorkeling,F,41,"FATAL, right leg at hip, left leg and right forearm severed  ",Y,09h00,"Tiger shark, 2.4 m 3.4 m [8' to 11']  "
2579,Florida,Surfing,M,21,Right foot & ankle lacerated,N,08h30,1.8 m [6'] shark
2580,California,Surfing,M,32,"Arm, shoulder & back bitten",N,07h30,5 m to 6 m [16.5' to 20'] white shark
2582,South Australia,Scuba diving,M,19,FATAL,Y,15h00,4 m [13'] white shark
2583,Queensland,Finning the shark that bit him,M,36,"Shark bit his arm, nearly severing it PROVOKED INCIDENT",N,Afternoon,"3 m [10'], 270- kg [595-lb] shark"
2584,South Carolina,Swimming,M,23,Deep cuts on lower leg,N,13h30,sand shark
2585,Florida,Wading,F,10,Bite to left thigh & calf,N,16h35,3' shark
2587,Ligurian Sea,Canoeing,F,40,No Injury to occupant; canoe bitten,N,15h30,4 m [13'] white shark
2591,L'Etang-Salé,Surfing,M,30,Left arm severed,N,17h30,"Tiger shark, 3 to 4 m [10' to 13'] "
2592,California,Surfing,M,32,"Forearm, upper thigh, knee & ankle lacerated",N,09h30,5 m [16.5'] white shark
2597,Florida,Swimming behind sailboat,M,31,"Left ankle, calf, thigh and abdomen bitten",N,11h30,2.7 m [9'] bull or lemon shark
2598,Port Shelter,Swimming ,F,65,Abdomen bitten & leg severed  FATAL,Y,Between 06h00 & 07h20,"Tiger shark, >3 m [10']"
2599,Hawaii,Sitting on surfboard,M,23,Right calf bitten,N,16h45,2.4 m [8'] shark
2603,Florida,"Surfing, collided with shark",M,22,Right thigh,N,11h00,1.2 m to 1.5 m [4' to 5'] shark
2606,Oregon,Surfing,M,38,Calf lacerated & board bitten,N,09h30,5.5 m [18'] white shark
2607,Western Cape Province,Spearfishing,M,20,Foot & swim fin bitten,N,12h30,5.5 m [18'] white shark
2614,Florida,Surfing,M,24,"Ear, shoulder, arm, wrist & ear injured",N,09h30,5' shark
2615,Florida,Surfing,M,50,"Hand & wrist bitten, tooth fragments in wound",N,16h55,1.8 m [6'] shark 
2619,Florida,Surfing,M,25,Wrist bitten,N,16h00,4' spinner shark
2620,Hawaii,Surfing,M,43,"No Injury, board bitten",N,15h00,"Tiger shark, 3.7 m [12'] "
2621,Florida,Surfing,M,19,Superficial injuries to left foot & ankle,N,12h30,1.8 m to 2.4 m [6' to 8'] shark
2622,Western Cape Province,Spearfishing,M,26,Right hand lacerated,N,13h20,5 m  [16.5'] white shark
2623,California,"Free diving / spearfishing, from paddleboard & floating on the surface",M,49,"Shark rammed & overturned paddleboard, knocking him into water & bit his head, lacerating his face & neck",N,13h00,White shark
2624,California,Kayaking,M,44,"No injury, kayak capsized",N,17h00,2.5 m to 3 m [8.25' to 10']  white shark
2626,California,Surfing,M,22,4 punctures on leg & board bitten,N,16h50,5 m to 6 m [16.5' to 20'] white shark
2631,Western Cape Province,Scuba diving (but on surface),F,21,"FATAL, thigh bitten  ",Y,15h45,"4.5 m [14'9""] white shark"
2636,Eastern Cape Province,Resting on surfboard,M,22,Thigh severely lacerated,N,12h00,"5.5 m [18'] white shark, identified by witnesses & tooth marks"
2637,Eastern Cape Province,Lying on surfboard & paddling,M,23,Leg bitten,N,14h00,"2.3 m [7.5'] white shark, identified by M. Smale"
2638,Queensland,Surfing,M,31,"Lacerations & abrasions, board bitten in half",N,05h40,"Tiger shark, 3 m "
2653,Western Cape Province,Free diving & spearfishing,M,29,FATAL,Y,12h05,White shark
2657,Tasmania,Surfing,M,17,"No injury, board bitten",N,14h20,2.7 m [9'] white shark
2659,Texas,Surfing,M,12,Foot & leg bitten,N,Evening,4' shark
2662,Western Cape Province,Free diving,M,29,Chest lacerated,N,14h30,"White shark, identified by tooth pattern"
2663,Florida,"Fishing, stepped on hooked shark's head",M,51,Bitten by hooked shark PROVOKED INCIDENT,N,Afternoon,150-lb shark
2665,California,Hookah diving for abalone (descending),M,38,Leg bitten,N,12h30,4 m to 5 m [13' to 16.5']  white shark
2668,Queensland,Feeding fish,M,30,Left leg bitten by captive shark                   PROVOKED INCIDENT,N,Afternoon,Grey nurse shark
2670,Western Cape Province,Surfing,M,21,Multiple Injuries,N,10h45,>3.4 m [11'] white shark
2671,New South Wales,Surfing,M,17,"No injury, shark took chunk out of surfboard",N,06h30,"Bronze whaler shark, 3 m [10'] "
2675,Eastern Cape Province,Surfing,M,34,Torso bitten,N,10h35,2.5 m [8.25'] white shark
2682,Eastern Cape Province,Surfing,M,16,"No injury, board bitten",N,16h15,3 m [10'] white shark
2683,Eastern Cape Province,Free diving,M,28,Forearm bitten,N,15h30,2.5 m [8.25'] white shark
2690,South Australia,Surfing,M,27,Thigh bitten FATAL,Y,20h15,2 m [6.75'] white shark
2694,Tyrrhenian Sea,"Scuba diving, but swimming on surface",M,47,FATAL. His body not recovered,Y,10h25,6 m [20'] white shark
2696,California,Kayaking,F,24,"FATAL, thigh bitten, hands lacerated  ",Y,10h15,5 m [16.5'] white shark
2700,New South Wales,Surfing with dolphins,M,17,"Abdomen lacerated, surfboard holed",N,17h15,"Tiger shark, 4 m [13'] "
2707,Oregon,Surfing (sitting on his board),M,21,Leg bitten & femur fractured,N,17h30,5.5 m to 6 m [18' to 20']  white shark
2710,Florida,Surfing,M,30,Left leg lacerated,N,X,1.2 m to 1.5 m [4' to 5'] shark
2711,Florida,Surfing,M,23,Hand lacerated,N,18h30,1.2 m to 1.5 m [4' to 5'] shark
2714,Florida,Surfing,M,21,Lacerations to foot,N,Afternoon,5' shark
2716,Florida,Snorkeling,M,38,"FATAL, thigh & hand lacerated",Y,15h00,3 m [10'] bull shark
2720,California,Surfing,M,27,Thigh bitten,N,09h30,2.4 m to 3 m [8' to 10'] white shark
2728,Western Cape Province,Spearfishing,M,36,Left arm lacerated,N,09h45,White shark
2730,South Carolina,Sittting in water with his child,M,37,Left leg bitten,N,16h00,Sand shark?
2732,Florida,Surfing,M,25,Cuts to right foot and ankle,N,08h57,1.8 m to 2.4 m [6' to 8'] shark
2745,KwaZulu-Natal,Surfing,M,17,"Lower left leg bitten, hand lacerated",N,16h45,1.5 m to 2 m [5' to 6.75'] shark
2748,Eastern Cape Province,Surfing,M,20,Ankle bitten,N,17h00,"1 m ""grey-colored"" shark"
2749,KwaZulu-Natal,Lying atop surfboard,F,15,"Leg bitten, surgically amputated",N,07h40,Zambezi shark (tooth fragments recovered)
2755,Western Cape Province,Attempting to lasso shark's tail,M,33,Foot lacerated by hooked shark PROVOKED INCIDENT,N,11h15,1.5 m copper shark
2759,Florida,Surfing,M,16,Left calf bitten,N,13h00,1.8 m [6'] blacktip shark
2763,California,Surfing,M,20,Buttock & leg bitten,N,17h00,2 m [6.75'] shark
2765,Western Cape Province,Spearfishing,M,21,Left thigh & calf lacerated,N,12h15,White shark
2768,Western Cape Province,Surfing,M,24,Torso lacerated,N,11h00,3.5 m [11.5']  white shark
2769,Florida,Wading,M,12,Lower left leg lacerated,N,11h30,1.2 m to 1.5 m [4' to 5'] shark
2770,California,Surfing (sitting on his board),M,40,Fingers & surfboard injured,N,07h30,5.7 m white shark
2771,Florida,Surfing,M,27,Right foot & ankle lacerated,N,09h15,3' to 4' shark
2772,Texas,Body surfing,F,32,Left foot bitten,N,18h30,4' shark
2773,Texas,Wading,F,16,Puncture wounds to right foot,N,14h30,4' shark
2784,Malampa Province,Swimming,M,8,FATAL,Y,12h00,4.3 m shark
2789,Eastern Cape Province,Spearfishing,M,30,Puncture wounds to right hand,N,12h00,>2.5 m [8.25'] white shark
2794,Western Cape Province,Body boarding,M,21,"FATAL, legs bitten ",Y,17h00,3 m [10'] white shark
2795,Florida,Surfing,M,40,Forearm bitten,N,14h00,1.8 m to 2.1 m [6' to 7'] spinner or blacktip shark
2797,California,Free diving  & spearfishing (submerged),M,27,"Punctured lung, lacerations to shoulder, face, jaw, neck & forearm",N,10h00,5 m to 6 m [16.5' to 20'] white shark
2804,Florida,Swimming,F,6,Hip & thigh bitten,N,18h00,"Lemon shark, 1.8 m to 2.4 m [6' to 8'], tooth fragment recovered"
2805,KwaZulu-Natal,Racing ski,M,32,"No injury, ski bitten",N,11h00,1.6 m shark
2817,KwaZulu-Natal,Spearfishing,M,26,Minor lacerations on left hand,N,17h15,1.2 m [4'] dusky shark
2823,KwaZulu-Natal,Treading water,M,26,Foot bitten,N,16h15,>1 m shark
2825,Eastern Cape Province,Surfing,M,21,"No injury, board bitten",N,12h00,>2.4 m [8'] white shark
2827,Eastern Cape Province,Swimming,M,46,Lower leg lacerated,N,18h30,Raggedtooth shark
2828,Western Cape Province,Spearfishing,M,29,2 punctures in upper arm,N,13h30,"Raggedtooth shark, 2 m [6.75'] "
2829,Victoria,Surfing,M,29,"No injury, knocked into water & board bitten",N,06j00,"Bronze whaler shark, 3.5 m "
2830,Florida,Surfing,M,22,Puncture wounds to both feet,N,08h35,Blacktip shark
2831,California,Surfing,M,16,"No injury, foot bumped",N,13h00,1.5 m [5'] shark
2837,Eastern Cape Province,Body boarding,M,22,"Left leg severely lacerated, superficial lacerations of right leg,  board damaged",N,08h00,2.5 m [8.25'] white shark
2838,California,Hookah diving for abalone,M,46,Minor injury to foot & ankle,N,16h00,2 m to 2.5 m [6.75'  to 8.25'] sixgill or sevengill shark
2849,Florida,Wading,F,13,Right calf bitten,N,17h00,Possibly a small hammerhead shark
2853,Sicily,Snorkeling,M,13,Contusion of left foot,N,16h00,"3 m to 3.6 m  [10' to 11'9""] white shark"
2857,South Australia,Free diving for scallops,F,33,FATAL,Y,12h30,6 m [20'] white shark
2858,California,Scuba Diving for lobster (at surface),M,29,Bruised,N,12h45,6 m [20'] white shark
2860,Western Cape Province,Swimming,M,15,"Right knee, calf and ankle lacerated",N,18h30,Raggedtooth shark
2862,KwaZulu-Natal,Surfing,M,18,Thigh & calf bitten,N,18h30,"3.5 m white shark, tooth fragments recovered"
2864,Western Cape Province,Spearfishing,M,34,Minor injury to torso,N,11h30,3.5 m [11.5'] white shark
2866,KwaZulu-Natal,Spearfishing,M,20,Upper right arm bitten after he shot the shark PROVOKED INCIDENT,N,11h00,1.5 m [5'] dusky shark
2870,Queensland,Sailing on catamaran & fell into the water,M,16,FATAL,Y,12h33,"Tiger shark, 4 m "
2874,Florida,Surfing or body surfing,F,23,"9"" laceration to right forearm ",N,13h30,1.5 m [5'] shark
2876,Florida,Surfing,M,15,Left calf bitten,N,15h00,1.2 m [4'] blacktip shark
2877,Oregon,Surfing (sitting on his board),M,25,"Abrasion on right foot, board bitten",N,15h30,3 m to 5 m [10' to 16.5'] white shark
2881,Florida,Surfing,M,16,Foot bitten,N,Morning,Hammerhead shark?+O2356
2884,California,Skindiving,M,28,FATAL,Y,08h30,4.5 m to 5 m white shark
2889,Texas,Swimming,F,18,Legs severely lacerated,N,12h00,1.2 m [4'] shark
2893,Western Cape Province,Surfing,M,27,"No injury, board bitten",N,17h30,2.4 m [8'] white shark
2894,Hawaii,Towing her sister on plastic ski board,F,13,Foot bitten,N,17h00,1.2 m to 1.5 m [4' to 5'] hammerhead shark
2902,KwaZulu-Natal,Scuba diving,M,33,Punctures in wetsuit & left arm bruised by captive shark PROVOKED INCIDENT,N,09h00, 1.5 m [5'] dusky shark
2905,Eastern Cape Province,Swimming,M,14,Foot bitten,N,09h30,"Raggedtooth shark, 1 m "
2913,Eastern Cape Province,Swimming,M,47,Shin lacerated,N,08h15,"Raggedtooth shark, >1 m "
2922,Western Cape Province,Spearfishing,M,29,Inner thighs lacerated,N,10h00,5 m [16.5'] white shark
2923,Virginia,Swimming,F,14,Foot bitten,N,Morning,Sand shark
2925,Florida,Diving,F,22,Right leg severely bitten,N,Morning,6' to 8' bull shark
2927,Queensland,Swimming from the New Venture ,F,21,"FATAL, shark seized her by the chest and took her underwater ",Y,04h00,"Tiger shark, 5 m [16.5']"
2928,Queensland,Swimming from the New Venture ,M,24,"FATAL, shark bit leg, then dragged him underwater ",Y,Night,"Tiger shark, 5 m [16.5']"
2929,Queensland,14 m prawn trawler New Venture capsized  & sank in heavy seas Three people in the water,M,28,"Left knee bitten, but survived",N,Night,"Tiger shark, 5 m [16.5']"
2931,Florida,Windsurfing,F,39,Left ankle nipped (3 punctures wounds),N,Afternoon,3.5' hammerhead shark
2940,Florida,Water-skiing,M,21,"Left calf, knee & hands lacerated",N,Dusk,6' shark
2944,Eastern Cape Province,Fishing,M,27,Puncture wounds to foot,N,19h30,"Raggedtooth shark, 1.5 m [5'] (tooth fragment recovered)"
2947,KwaZulu-Natal,Spearfishing,M,17,Right calf lacerated,N,11h15,1.8 m [6'] Zambezi shark
2951,KwaZulu-Natal,Paddleskiing,M,16,Puncture wounds to buttocks,N,12h30,3 m [10'] shark
2955,Western Cape Province,Spearfishing,M,32,"No injury, rammed by shark",N,13h00,White shark
2960,Florida,Windsurfing,M,26,Left foot lacerated,N,11h00,1.5 m [5'] shark
2962,Eastern Cape Province,Surfing,M,16,"No Injury, surfboard bitten",N,14h50,"Believed to involve a 2.8 m [9'3""] white shark"
2963,Florida,Surfing,M,20,Laceration to lower left leg,N,13h30,1.5 m [5'] shark
2964,California,Diving,M,36,Lacerations to hand,N,Morning,White shark
2965,California,Free diving for abalone from Zodiac (submerged),M,28,Upper left thigh & buttocks bitten,N,14h30,5 m to 6 m [16.5' to 20'] white shark
2972,Eastern Cape Province,Paddleskiing,M,38,"No injury, ski bitten",N,16h00,"2.4 m [8'] white shark, species identity confirmed by tooth fragment"
2973,California,Paddle Boarding,M,26,"No Injury, board bitten",N,11h00,4.5 m to 5.5 m [14.7' to 18'] white shark
2974,Florida,Swimming,M,17,Left ankle bitten,N,Late afternoon,0.9 m to 1.2 m [3' to 4'] shark
2978,Eastern Cape Province,Surfing,M,27,FATAL,Y,09h30,"2.4 m [8'] white shark, species identity confirmed by witnesses & tooth pattern in surfboard"
2979,South Carolina,Swimming,M,20,Left arm bitten,N,16h30,5' shark
2995,Eastern Cape Province,Swimming,M,20,Right shin & toe lacerated,N,16h30,Raggedtooth shark
2999,California,Surfing,M,24,"FATAL, torso bitten ",Y,Evening,7 m [23'] white shark
3005,Florida,Swimming,M,19,Hand & forearm bitten,N,11h30,1.8 m to 2.4 m [6' to 8'] shark
3011,Florida,Swimming,M,26,"FATAL, right calf bitten  ",Y,P.M.,Said to involve a tiger shark or a hammerhead shark
3019,Grand Bahama Island,Snorkeling on surface,M,53,Upper right arm bitten,N,12h00,Mako shark (tooth fragments recovered)
3021,Eastern Cape Province,Surfing,M,32,7 lacerations to right foot,N,10h15,Possibly a  1.8 m [6'] Zambezi shark
3027,Chungnam,Shell diving,F,27,FATAL,Y,12h30,6 m  white shark
3028,Eastern Cape Province,Surfing,M,27,"Shark & board collided. No injury, but board was dented",N,08h30,Raggedtooth shark
3031,Eastern Cape Province,Surfing,M,19,"No Injury, board bitten",N,14h45,"Raggedtooth shark, 2.5 m [8.25'] "
3034,Eastern Cape Province,Surfing,M,24,"Left leg bitten, surgically amputated",N,09h00,"Tiger shark, 2.1 m [7']"
3035,Florida,Standing / Wading,M,19,"Lacerations on calf, ankle & heel",N,15h00,"1.2 m to 1.5 m [4' to 5'] bull, sandbar or dusky shark"
3036,Florida,Surfing,M,24,Puncture wounds on  right thigh,N,17h30,C. maculpinnis or C. limbatus
3039,KwaZulu-Natal,Swimming,M,30,Foot lacerated,N,17h20,Juvenile dusky or blacktip shark
3042,Florida,Surfing,M,15,Lacerations & punctures in left calf & ankle,N,13h30,1.8 m to 2.4 m [6' to 8'] hammerhead shark
3046,New South Wales,Surf-skiing,M,27,"No injury, ski bitten",N,07h00,"Tiger shark, 2.5 m "
3048,Eastern Cape Province,Paddleskiing,M,25,"No injury, paddleski bitten",N,17h15,3.5 m [11.5'] shark
3050,Grand'Anse,Spearfishing,M,22,Bitten twice,N,15h00,1.8 m [6'] white shark
3054,Oregon,Surfing,M,29,Thigh lacerated,N,15h45,4 m to 5 m [13' to 16.5'] white shark
3055,California,Surfing,M,19,No injury,N,09h30,4 m to 5 m [13' to 16.5'] white shark
3061,Delaware,Standing,F,22,"No injury, shark bit her bathing suit",N,Afternoon,4' to 8' shark
3065,Eastern Cape Province,Surfing,M,22,"No injury, board bitten",N,08h00,1.8 m [6'] shark
3068,Sinaloa,Body surfing,F,13,Right calf bitten,N,Early afternoon,Tiger shark
3073,KwaZulu-Natal,Body boarding,M,24,"Both hands & heel of left foot lacerated, right foot severed",N,14h45,"2.8 m [9'3""] white shark"
3075,KwaZulu-Natal,Spearfishing,M,29,"No injury, rammed & catapulted from the water by shark after he shot at it & missed PROVOKED INCIDENT",N,05h00,"2 m [6'9""] Zambesi shark"
3077,Eastern Cape Province,Swimming,M,25,3 small punctures on arm,N,18h30,"Raggedtooth shark, 2 m [6'9""] "
3086,Oregon,Surfing,M,20,Multiple major Injuries,N,10h20,"White shark, 4 m [13'] "
3096,Western Cape Province,Spearfishing,M,25,Shark rammed diver after he shot it in the head  PROVOKED INCIDENT,N,14h00,"White shark, 2.5 m [8.25']  "
3102,Florida,Surfing,M,27,Foot & ankle bitten,N,11h30,Blacktip or spinner shark
3106,Eastern Cape Province,"Surfing, collided with shark",M,19,Punctures on left thigh,N,13h15,1.5 m to 2 m [5' to 6.75'] shark
3109,KwaZulu-Natal,Spearfishing,M,23,"FATAL, legs bitten ",Y,16h45,"White shark, 2.3 m [7.5'], tooth fragment recovered"
3113,Western Cape Province,Spearfishing,M,27,"No injury, shark took his catch, then towed & pushed diver through the water ",N,16h00,"White shark, 3.7 m [12'] "
3129,KwaZulu-Natal,Surfing,M,17,"Left leg, ankle & foot bitten",N,12h45,Thought to involve a blacktip shark
3135,Eastern Cape Province,Surfing,M,18,"Both legs bitten, 2 days later gangrene necessitated surgical amputation of left leg at mid-thigh",N,10h00,"Tiger shark, 3 m [10']"
3138,Western Cape Province,Spearfishing,M,25,"No injury, shark bit speargun & pushed diver through the water",N,16h00,"White shark, 5 m [16.5'] "
3139,South Australia,Surfing,M,17,"Board rammed &  bitten, left thigh lacerated",N,16h00,White shark
